time,open,high,low,close,tick_volume,spread,real_volume
2013-09-25,14765.0,14845.0,14605.0,14695.0,411,0,0
2013-09-26,14655.0,14985.0,14525.0,14905.0,671,0,0
2013-09-27,14940.0,14980.0,14650.0,14695.0,416,0,0
2013-09-30,14550.0,14765.0,14420.0,14620.0,621,0,0
2013-10-01,14665.0,14755.0,14370.0,14550.0,656,0,0
2013-10-02,14600.0,14700.0,14110.0,14265.0,846,0,0
2013-10-03,14190.0,14355.0,14045.0,14145.0,576,0,0
2013-10-04,14180.0,14285.0,14020.0,14275.0,436,0,0
2013-10-07,14185.0,14195.0,13835.0,13840.0,376,0,0
2013-10-08,13815.0,14055.0,13810.0,13810.0,486,0,0
2013-10-09,13805.0,14190.0,13805.0,14155.0,421,0,0
2013-10-10,14145.0,14510.0,14145.0,14435.0,441,0,0
2013-10-11,14430.0,14605.0,14360.0,14605.0,316,0,0
2013-10-14,14310.0,14670.0,14305.0,14585.0,456,0,0
2013-10-15,14615.0,14680.0,14370.0,14430.0,436,0,0
2013-10-16,14440.0,14775.0,14440.0,14695.0,416,0,0
2013-10-17,14690.0,14815.0,14530.0,14660.0,541,0,0
2013-10-18,14675.0,14785.0,14605.0,14670.0,356,0,0
2013-10-21,14720.0,14875.0,14715.0,14780.0,261,0,0
2013-10-22,14755.0,14955.0,14720.0,14830.0,396,0,0
2013-10-23,14825.0,14830.0,14335.0,14365.0,531,0,0
2013-10-24,14450.0,14620.0,14295.0,14465.0,636,0,0
2013-10-25,14500.0,14565.0,14160.0,14240.0,551,0,0
2013-10-28,14345.0,14510.0,14260.0,14350.0,496,0,0
2013-10-29,14330.0,14570.0,14305.0,14525.0,336,0,0
2013-10-30,14580.0,14680.0,14475.0,14590.0,401,0,0
2013-10-31,14530.0,14620.0,14400.0,14460.0,371,0,0
2013-11-01,14525.0,14525.0,14180.0,14335.0,501,0,0
2013-11-04,14315.0,14420.0,14290.0,14355.0,221,0,0
2013-11-05,14400.0,14420.0,14110.0,14200.0,421,0,0
2013-11-06,14255.0,14515.0,14110.0,14430.0,636,0,0
2013-11-07,14485.0,14485.0,13990.0,14040.0,546,0,0
2013-11-08,14035.0,14380.0,14035.0,14345.0,381,0,0
2013-11-11,14330.0,14445.0,14300.0,14340.0,281,0,0
2013-11-12,14390.0,14680.0,14365.0,14680.0,341,0,0
